,forecast,ci_lower,ci_upper
2025-12-02,249.12102437962804,-2.5831027286985204,500.8251514879546
2025-12-03,249.1210243792615,-2.8337065902023824,501.0757553487254
2025-12-04,249.12102438011019,-3.08406143779024,501.3261101980106
2025-12-05,249.1210243810924,-3.3341680133919738,501.57621677557677
2025-12-08,249.12102438105683,-3.5840270553344737,501.8260758174481
2025-12-09,249.12102438012514,-3.8336392970029465,502.0756880572532
2025-12-10,249.1210243794502,-4.0830054671212395,502.3250542260216
2025-12-11,249.12102437979567,-4.33212629122599,502.5741750508173
2025-12-12,249.12102438067973,-4.581002492557644,502.82305125391713
2025-12-15,249.12102438103304,-4.8296347914082105,503.07168355347426
2025-12-16,249.12102438048717,-5.078023903833099,503.3200726648074
2025-12-17,249.1210243797471,-5.326170541302162,503.5682193007964
2025-12-18,249.12102437968773,-5.574075411648636,503.81612417102406
2025-12-19,249.12102438032426,-5.82173922013871,504.0637879807872
2025-12-22,249.12102438086245,-6.069162669438157,504.3112114311631
2025-12-23,249.12102438068496,-6.316346458628061,504.558395219998
2025-12-24,249.12102438005445,-6.563291282515877,504.8053400426248
2025-12-25,249.121024379739,-6.809997832044303,505.0520465915223
2025-12-26,249.12102438008012,-7.056466795264072,505.2985155554243
2025-12-29,249.12102438062976,-7.302698857721225,505.54474761898075
2025-12-30,249.1210243807331,-7.548694701882312,505.7907434633485
2025-12-31,249.12102438030536,-7.794455006366661,506.0365037669774
2026-01-01,249.12102437988526,-8.039980445917678,506.2820292056882
2026-01-02,249.12102437996015,-8.285271692114293,506.5273204520346
2026-01-05,249.12102438040395,-8.530329413962278,506.7723781747702
2026-01-06,249.12102438067208,-8.77515427771337,507.01720303905756
2026-01-07,249.121024380467,-9.01974694620796,507.2617957071419
2026-01-08,249.12102438006423,-9.264108078566778,507.50615683869523
2026-01-09,249.12102437994722,-9.508238330586465,507.7502870904809
2026-01-12,249.12102438022927,-9.752138355348023,507.99418711580654
2026-01-13,249.1210243805513,-9.99580880333869,508.23785756444124
2026-01-14,249.1210243805361,-10.239250322007337,508.48129908307953
2026-01-15,249.12102438022796,-10.482463555338683,508.72451231579464
2026-01-16,249.1210243800079,-10.725449143962067,508.96749790397786
2026-01-19,249.12102438012454,-10.96820772564945,509.2102564858985
2026-01-20,249.12102438041583,-11.210739935616488,509.4527886964481
